IDEMPIERE-2736,Improvement,Closed,Fixed,19/07/15,28/07/15
IDEMPIERE-2732,Improvement,Closed,Fixed,17/07/15,16/09/15
IDEMPIERE-2731,Improvement,Closed,Fixed,17/07/15,22/07/15
IDEMPIERE-2716,Improvement,Closed,Fixed,07/07/15,12/12/15
IDEMPIERE-2714,Improvement,Closed,Fixed,06/07/15,28/07/15
IDEMPIERE-2712,Improvement,Closed,Fixed,05/07/15,03/10/16
IDEMPIERE-2704,Improvement,Closed,Duplicate,30/06/15,01/07/15
IDEMPIERE-2702,Improvement,Closed,Won't Fix,28/06/15,01/07/15
IDEMPIERE-2699,Improvement,Closed,Fixed,25/06/15,25/06/15
IDEMPIERE-2698,Improvement,Closed,Fixed,25/06/15,25/06/15
IDEMPIERE-2694,Improvement,Closed,Duplicate,23/06/15,06/07/16
IDEMPIERE-2688,Improvement,Closed,Fixed,18/06/15,01/07/15
IDEMPIERE-2685,Improvement,Closed,Fixed,16/06/15,17/06/15
IDEMPIERE-2679,Improvement,Closed,Fixed,13/06/15,08/07/15
IDEMPIERE-2678,Improvement,Closed,Fixed,13/06/15,17/06/15
IDEMPIERE-2675,Improvement,Closed,Fixed,12/06/15,20/03/16
IDEMPIERE-2671,Improvement,Closed,Fixed,10/06/15,01/07/15
IDEMPIERE-2668,Improvement,Closed,Fixed,09/06/15,12/06/15
IDEMPIERE-2653,Improvement,Closed,Won't Fix,29/05/15,18/06/15
IDEMPIERE-2640,Improvement,Closed,Fixed,23/05/15,06/12/15
IDEMPIERE-2631,Improvement,Closed,Fixed,19/05/15,20/05/15
IDEMPIERE-2630,Improvement,Closed,Fixed,19/05/15,20/05/15
IDEMPIERE-2623,Improvement,Closed,Fixed,15/05/15,15/05/15
IDEMPIERE-2607,Improvement,Closed,Fixed,01/05/15,06/05/15
IDEMPIERE-2605,Improvement,Closed,Fixed,29/04/15,13/05/15
IDEMPIERE-2604,Improvement,Closed,Fixed,29/04/15,06/05/15
IDEMPIERE-2594,Improvement,Closed,Fixed,23/04/15,20/05/15
IDEMPIERE-2582,Improvement,Closed,Duplicate,17/04/15,17/04/15
IDEMPIERE-2558,Improvement,Closed,Fixed,04/04/15,17/04/15
IDEMPIERE-2556,Improvement,Closed,Fixed,01/04/15,24/04/15
IDEMPIERE-2554,New Feature,Closed,Fixed,01/04/15,08/04/15
IDEMPIERE-2553,Improvement,Closed,Fixed,01/04/15,27/04/15
IDEMPIERE-2548,Improvement,Closed,Fixed,31/03/15,01/04/15
IDEMPIERE-2544,Improvement,Closed,Fixed,28/03/15,03/12/17
IDEMPIERE-2518,Improvement,Closed,Fixed,12/03/15,05/05/16
IDEMPIERE-2516,Improvement,Closed,Fixed,12/03/15,18/03/15
IDEMPIERE-2503,Improvement,Closed,Fixed,06/03/15,08/03/15
IDEMPIERE-2497,Improvement,Closed,Incomplete,03/03/15,24/03/15
IDEMPIERE-2493,Improvement,Closed,Duplicate,02/03/15,27/07/18
IDEMPIERE-2491,Improvement,Closed,Won't Fix,28/02/15,08/12/15
IDEMPIERE-2489,Improvement,Closed,Fixed,27/02/15,05/03/15
IDEMPIERE-2488,Improvement,Closed,Fixed,27/02/15,19/08/15
IDEMPIERE-2485,Improvement,Closed,Fixed,26/02/15,04/03/15
IDEMPIERE-2478,Improvement,Closed,Duplicate,24/02/15,20/03/15
IDEMPIERE-2477,Improvement,Closed,Fixed,23/02/15,25/02/15
IDEMPIERE-2473,Improvement,Closed,Incomplete,17/02/15,27/07/18
IDEMPIERE-2470,Improvement,Closed,Fixed,16/02/15,19/08/15
IDEMPIERE-2465,Improvement,Closed,Won't Fix,11/02/15,21/02/15
IDEMPIERE-2461,Improvement,Closed,Fixed,10/02/15,26/08/15
IDEMPIERE-2450,Improvement,Closed,Fixed,04/02/15,25/02/15
IDEMPIERE-2448,Improvement,Closed,Fixed,04/02/15,04/02/15
IDEMPIERE-2430,Improvement,Closed,Fixed,30/01/15,04/02/15
IDEMPIERE-2427,Improvement,Closed,Fixed,29/01/15,25/02/15
IDEMPIERE-2416,Improvement,Closed,Fixed,21/01/15,04/02/15
IDEMPIERE-2412,Improvement,Closed,Fixed,19/01/15,04/02/15
IDEMPIERE-2411,Improvement,Closed,Fixed,19/01/15,20/05/15
IDEMPIERE-2410,Improvement,Closed,Fixed,19/01/15,04/02/15
IDEMPIERE-2409,Improvement,Closed,Fixed,17/01/15,17/01/15
IDEMPIERE-2405,Improvement,Closed,Fixed,16/01/15,16/01/15
IDEMPIERE-2404,Improvement,Closed,Fixed,16/01/15,16/01/15
IDEMPIERE-2399,New Feature,Closed,Won't Fix,13/01/15,27/07/18
IDEMPIERE-2389,New Feature,Closed,Fixed,08/01/15,17/04/15
IDEMPIERE-2388,Improvement,Closed,Incomplete,07/01/15,27/07/18
IDEMPIERE-2387,Improvement,Closed,Won't Fix,07/01/15,07/01/15
IDEMPIERE-2383,Improvement,Closed,Won't Fix,05/01/15,27/07/18
IDEMPIERE-2378,Improvement,Closed,Fixed,29/12/14,29/12/14
IDEMPIERE-2370,Improvement,Closed,Fixed,23/12/14,23/12/14
IDEMPIERE-2367,Improvement,Closed,Fixed,21/12/14,19/08/15
IDEMPIERE-2361,Improvement,Closed,Fixed,12/12/14,12/12/15
IDEMPIERE-2360,Improvement,Closed,Incomplete,12/12/14,04/03/15
IDEMPIERE-2356,Improvement,Closed,Fixed,08/12/14,10/12/14
IDEMPIERE-2355,Improvement,Closed,Fixed,05/12/14,17/12/14
IDEMPIERE-2353,Improvement,Closed,Fixed,04/12/14,08/09/17
IDEMPIERE-2352,Improvement,Closed,Fixed,03/12/14,04/12/14
IDEMPIERE-2350,Improvement,Closed,Fixed,03/12/14,03/12/14
IDEMPIERE-2338,Improvement,Closed,Duplicate,25/11/14,27/07/18
IDEMPIERE-2335,Improvement,Closed,Fixed,24/11/14,24/11/14
IDEMPIERE-2334,Improvement,Closed,Fixed,24/11/14,25/11/14
IDEMPIERE-2331,Improvement,Closed,Fixed,22/11/14,22/11/14
IDEMPIERE-2327,Improvement,Closed,Fixed,19/11/14,16/04/15
IDEMPIERE-2320,New Feature,Closed,Incomplete,17/11/14,27/07/18
IDEMPIERE-2317,Improvement,Closed,Fixed,15/11/14,17/12/14
IDEMPIERE-2314,Improvement,Closed,Fixed,14/11/14,26/08/15
IDEMPIERE-2310,Improvement,Closed,Fixed,12/11/14,23/07/18
IDEMPIERE-2308,Improvement,Closed,Incomplete,08/11/14,27/07/18
IDEMPIERE-2297,Improvement,Closed,Fixed,03/11/14,05/11/14
IDEMPIERE-2288,Improvement,Closed,Fixed,31/10/14,19/11/14
IDEMPIERE-2280,New Feature,Closed,Incomplete,28/10/14,27/07/18
